student_id,student_first_name,student_last_name,student_email,student_major,student_status,student_gpa,student_enrollment_date,department_name,department_id,total_tuition_paid,total_tuition_due,outstanding_balance,total_payments_count,completed_payments_count,pending_payments_count,failed_payments_count,last_payment_date,last_payment_amount,last_payment_method,credit_card_payments_total,bank_transfer_total,check_payments_total,financial_aid_total,total_scholarships_received,scholarship_count,merit_scholarships_total,need_based_scholarships_total,athletic_scholarships_total,departmental_scholarships_total,largest_scholarship_amount,latest_scholarship_date,net_tuition_after_scholarships,scholarship_coverage_rate_pct,payment_success_rate_pct,avg_payment_amount,fall_2024_tuition,fall_2024_scholarships,spring_2024_tuition,spring_2024_scholarships,fall_2023_tuition,fall_2023_scholarships,has_outstanding_balance,is_scholarship_recipient,is_payment_plan_active,is_financial_aid_recipient
9406,Kevin,Gardner,dustin79@example.org,Business,Active,3.63,2024-12-06,Computer Science,1,31259.08,32416.550000000003,1157.47,12,12,0,0,2025-11-23,7168.19,Credit Card,10845.33,8864.48,4084.88,5497.01,4671.93,0,2215.28,1592.79,599.66,752.73,4083.13,2025-05-25,26587.15,14.95,100.0,2604.92,7814.77,1167.98,7814.77,1167.98,7814.77,1167.98,True,True,False,False
9407,Walter,Davis,cray@example.net,Business,Active,2.63,2025-04-01,Computer Science,1,5142.82,8132.45,2989.63,16,15,0,1,2026-01-13,1521.97,Bank Transfer,3073.89,1953.35,651.95,980.65,445.0,2,256.29,104.34,87.88,63.36,319.12,2025-12-22,4697.82,8.65,93.75,342.85,1285.7,111.25,1285.7,111.25,1285.7,111.25,True,True,False,False
9408,Sabrina,Henson,caitlinmiller@example.com,Biology,Active,3.09,2024-02-06,Biology,5,40174.16,44699.9,4525.74,6,4,2,0,2025-09-19,6152.38,Check,20631.92,8557.39,4834.89,8352.48,23420.66,0,15552.3,10473.66,5741.75,3744.45,16078.89,2025-08-05,16753.500000000004,58.3,66.67,10043.54,10043.54,5855.16,10043.54,5855.16,10043.54,5855.16,True,True,True,True
9409,Tyler,Myers,hojonathan@example.net,English,Active,2.86,2025-08-20,English,6,48686.17,51409.18,2723.01,15,15,0,0,2025-08-16,7899.45,Credit Card,17289.26,11466.94,3093.97,7672.92,7851.24,2,5078.6,3692.29,1019.08,806.07,4830.29,2025-01-26,40834.93,16.13,100.0,3245.74,12171.54,1962.81,12171.54,1962.81,12171.54,1962.81,True,True,False,True
9410,Diane,Mccoy,sellersscott@example.org,Computer Science,On Leave,3.3,2022-01-27,Computer Science,1,7708.09,9638.52,1930.43,15,14,0,1,2025-09-03,3480.5,Financial Aid,4059.92,2686.94,976.41,1768.59,3522.49,2,2286.28,1342.5,140.61,682.34,3505.34,2025-07-05,4185.6,45.7,93.33,550.58,1927.02,880.62,1927.02,880.62,1927.02,880.62,True,True,False,False
9411,Robert,Jones,alanfisher@example.com,History,Graduated,2.02,2025-12-18,History,7,27200.96,30843.54,3642.58,4,3,0,1,2025-08-15,1050.3,Check,9257.42,9414.27,2599.31,6204.42,6872.64,1,4085.08,1937.68,351.71,959.29,5261.14,2025-08-24,20328.32,25.27,75.0,9066.99,6800.24,1718.16,6800.24,1718.16,6800.24,1718.16,True,True,False,True
9412,John,Collins,rwhite@example.com,History,Graduated,3.47,2024-06-15,History,7,21413.96,23863.62,2449.66,7,5,2,0,2025-09-04,2232.79,Check,11457.52,7081.19,3195.66,3635.57,3244.92,1,1871.88,821.66,631.4,958.94,2693.69,2025-11-23,18169.04,15.15,71.43,4282.79,5353.49,811.23,5353.49,811.23,5353.49,811.23,True,True,True,False
9413,Patrick,Nelson,higginsdavid@example.net,Psychology,Active,2.87,2025-04-30,Psychology,8,31322.38,36273.07,4950.69,9,8,0,1,2025-02-18,6160.24,Credit Card,11636.18,11237.58,2983.08,5657.6,11846.4,2,7188.91,4595.33,3011.28,2952.05,9787.93,2025-08-08,19475.980000000003,37.82,88.89,3915.3,7830.6,2961.6,7830.6,2961.6,7830.6,2961.6,True,True,False,True
9414,Manuel,King,greenbenjamin@example.net,English,Active,2.64,2022-11-15,English,6,37469.56,39706.689999999995,2237.13,17,15,2,0,2025-04-20,8579.47,Check,20673.68,9529.54,3125.52,7014.82,15566.21,3,9180.1,6035.92,2866.32,2502.58,7950.99,2025-07-07,21903.35,41.54,88.24,2497.97,9367.39,3891.55,9367.39,3891.55,9367.39,3891.55,True,True,True,True
9415,Guy,Stephenson,zmcintyre@example.org,Psychology,Active,3.49,2024-05-06,Psychology,8,40696.69,42825.47,2128.78,14,12,1,1,2025-08-20,2389.84,Credit Card,20839.68,15033.69,5508.87,7145.02,24334.7,2,13816.96,6917.43,6843.95,3851.74,12376.17,2025-12-03,16361.990000000002,59.8,85.71,3391.39,10174.17,6083.68,10174.17,6083.68,10174.17,6083.68,True,True,True,True
9416,Linda,Rodriguez,christophereverett@example.com,Biology,Active,3.38,2023-05-07,Biology,5,21088.85,23004.059999999998,1915.21,14,13,0,1,2025-01-30,1559.49,Check,11035.99,5508.27,1213.02,4512.22,17204.35,3,11956.78,4106.03,2834.76,3777.66,13524.77,2025-09-02,3884.5,81.58,92.86,1622.22,5272.21,4301.09,5272.21,4301.09,5272.21,4301.09,True,True,False,True
9417,Anthony,Flores,johnsonbenjamin@example.com,Physics,Graduated,2.3,2022-02-18,Physics,3,44782.89,45496.18,713.29,8,8,0,0,2025-07-29,2999.03,Bank Transfer,25343.1,12426.2,5520.7,5364.53,15.41,3,7.97,5.3,0.54,2.84,13.98,2025-09-19,44767.479999999996,0.03,100.0,5597.86,11195.72,3.85,11195.72,3.85,11195.72,3.85,True,True,False,False
9418,Nathan,Graves,fgraham@example.com,Engineering,Active,2.56,2023-03-22,Engineering,11,49123.56,50599.119999999995,1475.56,9,7,1,1,2025-01-29,1828.02,Bank Transfer,24736.59,17532.21,3543.36,7160.54,16784.3,2,6762.61,7825.51,2289.22,2119.79,9602.64,2025-08-01,32339.26,34.17,77.78,7017.65,12280.89,4196.07,12280.89,4196.07,12280.89,4196.07,True,True,True,True
9419,Anne,Jones,tiffany91@example.com,Economics,Active,2.15,2022-12-03,Economics,9,36987.25,40060.0,3072.75,8,5,2,1,2025-01-22,4347.88,Bank Transfer,11739.58,12481.33,4141.74,6525.43,3963.0,0,2455.67,919.33,973.56,814.45,2323.38,2026-01-14,33024.25,10.71,62.5,7397.45,9246.81,990.75,9246.81,990.75,9246.81,990.75,True,True,True,False
9420,Madeline,Thomas,lynchcarolyn@example.com,English,On Leave,3.71,2023-04-01,English,6,53706.67,54080.549999999996,373.88,12,11,1,0,2025-06-24,4444.63,Credit Card,22550.14,20953.3,5759.91,5717.89,1241.73,2,547.09,389.48,226.08,252.4,1241.61,2025-08-26,52464.939999999995,2.31,91.67,4882.42,13426.67,310.43,13426.67,310.43,13426.67,310.43,True,True,True,False
9421,Cassidy,Fernandez,mmedina@example.org,Mathematics,Active,2.38,2023-04-05,Mathematics,2,15986.11,19896.32,3910.21,14,13,1,0,2025-01-15,9053.76,Bank Transfer,5202.04,3764.03,1144.38,2961.28,9968.35,0,6589.89,3323.35,570.17,1113.05,9309.41,2025-09-23,6017.76,62.36,92.86,1229.7,3996.53,2492.09,3996.53,2492.09,3996.53,2492.09,True,True,True,True
9422,Michael,Hanna,ewise@example.org,Biology,On Leave,3.61,2022-04-06,Biology,5,17975.77,19015.34,1039.57,14,11,2,1,2025-07-01,8013.44,Credit Card,9488.04,5161.89,1220.14,2886.81,2788.24,2,1544.28,1153.65,683.09,350.03,2207.67,2025-07-06,15187.53,15.51,78.57,1634.16,4493.94,697.06,4493.94,697.06,4493.94,697.06,True,True,True,False
9423,Dominic,Wolfe,rhondamora@example.com,Engineering,Active,2.93,2022-07-26,Engineering,11,20522.91,22696.71,2173.8,12,11,0,1,2025-08-28,5730.28,Credit Card,7934.29,5600.62,2576.7,4234.61,13971.91,3,5754.82,3223.13,3429.81,1558.43,12899.47,2025-08-26,6551.0,68.08,91.67,1865.72,5130.73,3492.98,5130.73,3492.98,5130.73,3492.98,True,True,False,True
9424,Tracy,Tapia,johnsonlisa@example.net,History,Active,3.49,2022-06-10,History,7,16673.31,18771.31,2098.0,14,12,2,0,2025-02-24,9564.41,Bank Transfer,5521.03,6620.75,2102.46,3152.96,23922.2,0,16593.3,10727.64,6152.37,5138.94,18156.6,2025-05-11,-7248.889999999999,143.48,85.71,1389.44,4168.33,5980.55,4168.33,5980.55,4168.33,5980.55,True,True,True,True
9425,Jessica,Castaneda,chavezdebra@example.com,History,Graduated,3.82,2023-06-03,History,7,39242.17,42363.78,3121.61,14,14,0,0,2025-12-31,4570.48,Financial Aid,13395.51,13391.12,5164.88,6146.63,19673.58,3,10693.38,9375.25,1806.76,3880.33,13551.23,2025-06-13,19568.589999999997,50.13,100.0,2803.01,9810.54,4918.4,9810.54,4918.4,9810.54,4918.4,True,True,False,True
9426,Andrea,Walker,daviswilliam@example.com,Psychology,Active,2.96,2024-11-20,Psychology,8,30986.22,33017.16,2030.94,11,11,0,0,2025-10-11,1290.9,Financial Aid,14555.12,8383.94,4415.18,6330.29,24430.06,1,11615.8,11790.14,5923.97,3087.92,20675.57,2025-04-10,6556.16,78.84,100.0,2816.93,7746.56,6107.52,7746.56,6107.52,7746.56,6107.52,True,True,False,True
9427,Arthur,Taylor,dawn40@example.net,English,Graduated,2.05,2023-06-29,English,6,57317.18,61299.07,3981.89,7,4,2,1,2025-09-23,5227.24,Financial Aid,29080.29,16311.79,6559.47,11930.54,13940.54,3,6862.0,3972.9,2321.87,1485.41,9815.27,2025-06-01,43376.64,24.32,57.14,14329.3,14329.3,3485.14,14329.3,3485.14,14329.3,3485.14,True,True,True,True
9428,Matthew,Parker,rhondahumphrey@example.org,Psychology,Active,2.94,2022-02-20,Psychology,8,20887.18,23279.24,2392.06,11,10,1,0,2025-02-18,5942.08,Check,6932.56,8250.47,1653.87,3270.97,20806.15,2,12789.44,9170.39,4938.18,2351.62,20482.54,2025-12-08,81.02999999999884,99.61,90.91,2088.72,5221.8,5201.54,5221.8,5201.54,5221.8,5201.54,True,True,True,True
9429,Matthew,Smith,cookgabriella@example.com,Engineering,Graduated,2.83,2024-03-28,Engineering,11,59923.28,63273.049999999996,3349.77,16,15,0,1,2025-08-31,8813.51,Check,18558.36,21946.36,8900.02,10061.23,13552.6,1,8865.47,5909.44,2880.03,2181.81,10889.78,2025-07-21,46370.68,22.62,93.75,3994.89,14980.82,3388.15,14980.82,3388.15,14980.82,3388.15,True,True,False,True
9430,Kelsey,Warner,mjackson@example.net,Business,Active,3.59,2022-01-20,Computer Science,1,18284.5,19316.7,1032.2,12,10,1,1,2025-11-29,2306.6,Bank Transfer,10555.89,3711.97,2687.31,4513.46,12513.44,2,8709.9,5843.09,2517.61,1422.49,6912.06,2025-02-03,5771.0599999999995,68.44,83.33,1828.45,4571.12,3128.36,4571.12,3128.36,4571.12,3128.36,True,True,True,True
9431,Evan,Smith,williamflores@example.org,Physics,On Leave,3.9,2025-07-03,Physics,3,23981.2,25937.02,1955.82,15,14,1,0,2025-05-24,2711.85,Financial Aid,9161.73,6034.73,1793.05,2459.54,4844.71,1,3264.69,1919.18,248.84,1150.4,2831.64,2025-09-28,19136.49,20.2,93.33,1712.94,5995.3,1211.18,5995.3,1211.18,5995.3,1211.18,True,True,True,False
9432,Anita,Stone,eric09@example.com,Biology,On Leave,2.28,2022-10-29,Biology,5,43496.66,46631.340000000004,3134.68,12,11,1,0,2025-04-06,2135.29,Bank Transfer,14803.68,13889.64,4829.97,8461.77,10771.72,3,5314.08,3845.29,1779.42,2714.99,8750.09,2025-06-23,32724.940000000002,24.76,91.67,3954.24,10874.17,2692.93,10874.17,2692.93,10874.17,2692.93,True,True,True,True
9433,Joshua,Reynolds,tiffanywilliams@example.org,Mathematics,On Leave,2.37,2023-02-18,Mathematics,2,37718.32,37959.75,241.43,10,10,0,0,2025-06-16,6902.29,Financial Aid,18625.4,14894.28,2527.54,5866.92,16179.32,1,10417.18,6081.19,8.94,1762.03,15333.96,2025-08-23,21539.0,42.9,100.0,3771.83,9429.58,4044.83,9429.58,4044.83,9429.58,4044.83,True,True,False,True
9434,Victor,Hutchinson,mlopez@example.org,Psychology,Graduated,3.74,2026-01-11,Psychology,8,40172.86,43037.23,2864.37,7,4,2,1,2025-06-14,3163.3,Bank Transfer,16313.88,14839.01,2592.38,7331.6,20246.62,0,13973.25,7961.73,4367.53,5618.85,12713.86,2025-11-04,19926.24,50.4,57.14,10043.22,10043.22,5061.65,10043.22,5061.65,10043.22,5061.65,True,True,True,True
9435,Melissa,Vaughan,rodriguezwilliam@example.net,Psychology,Active,2.68,2025-08-26,Psychology,8,23813.15,27121.32,3308.17,9,7,2,0,2025-09-09,5045.39,Credit Card,10093.19,6667.23,2374.2,5825.51,14580.09,3,8803.06,7230.34,1342.56,4258.29,9493.68,2025-02-25,9233.060000000001,61.23,77.78,3401.88,5953.29,3645.02,5953.29,3645.02,5953.29,3645.02,True,True,True,True
9436,Kiara,Newman,elizabethwalker@example.net,Physics,Graduated,2.33,2025-02-19,Physics,3,14566.95,19159.38,4592.43,6,6,0,0,2025-11-20,8191.43,Bank Transfer,6534.9,4513.67,1146.47,3425.09,11488.49,2,6921.36,2550.75,1872.78,3200.92,5787.13,2025-01-24,3078.460000000001,78.87,100.0,2427.83,3641.74,2872.12,3641.74,2872.12,3641.74,2872.12,True,True,False,True
9437,Allison,Cooper,mflowers@example.org,Business,Active,2.52,2023-02-21,Computer Science,1,59163.63,61284.53999999999,2120.91,12,11,0,1,2025-12-01,3223.73,Bank Transfer,25740.83,15312.63,3489.01,6298.45,2505.32,3,1147.33,841.71,137.35,702.87,1865.39,2025-11-04,56658.31,4.23,91.67,5378.51,14790.91,626.33,14790.91,626.33,14790.91,626.33,True,True,False,False
9438,Christopher,Jordan,arroyologan@example.com,Economics,Active,2.8,2022-08-02,Economics,9,7831.98,8855.52,1023.54,16,14,2,0,2025-06-23,8430.9,Credit Card,3408.25,2137.66,621.15,1025.38,17569.81,0,7543.39,8127.84,1339.93,1881.7,9881.84,2025-04-13,-9737.830000000002,224.33,87.5,559.43,1957.99,4392.45,1957.99,4392.45,1957.99,4392.45,True,True,True,True
9439,Stanley,Yang,dbennett@example.com,History,Active,2.3,2025-06-13,History,7,14879.78,18816.7,3936.92,17,14,2,1,2025-04-05,7549.37,Bank Transfer,5571.52,5046.43,940.53,2552.21,3873.92,3,1695.52,920.27,629.44,890.75,2307.06,2025-03-09,11005.86,26.03,82.35,1062.84,3719.95,968.48,3719.95,968.48,3719.95,968.48,True,True,True,False
9440,Taylor,Cross,ochandler@example.com,Psychology,Active,3.74,2025-03-17,Psychology,8,50301.18,51925.42,1624.24,15,15,0,0,2025-05-05,9442.76,Financial Aid,20305.43,17941.27,3994.73,8643.92,19124.46,3,12482.85,5412.9,5145.88,4795.86,15361.88,2025-09-03,31176.72,38.02,100.0,3353.41,12575.3,4781.11,12575.3,4781.11,12575.3,4781.11,True,True,False,True
9441,Tiffany,Young,robert57@example.org,Physics,Active,3.63,2024-12-25,Physics,3,6215.27,9848.09,3632.82,5,4,1,0,2025-12-05,2744.58,Credit Card,1873.67,2447.62,739.28,647.39,3218.57,0,1311.67,1515.67,144.69,953.13,2868.97,2025-03-21,2996.7000000000003,51.78,80.0,1553.82,1553.82,804.64,1553.82,804.64,1553.82,804.64,True,True,True,False
9442,Heather,Davis,markcortez@example.com,English,Graduated,2.2,2025-08-02,English,6,40026.39,42176.69,2150.3,10,8,2,0,2025-10-20,2559.71,Check,15864.92,12458.87,4358.96,7307.48,8422.77,1,3807.88,2964.09,8.8,2016.77,6089.31,2025-10-01,31603.62,21.04,80.0,5003.3,10006.6,2105.69,10006.6,2105.69,10006.6,2105.69,True,True,True,True
9443,Theresa,Robinson,markbrown@example.org,Mathematics,Active,3.31,2025-07-16,Mathematics,2,12299.63,14837.279999999999,2537.65,2,1,0,1,2025-05-29,2139.75,Check,6299.31,3468.74,796.99,2910.43,4545.85,3,2762.43,1594.74,825.25,1114.71,4114.32,2026-01-05,7753.779999999999,36.96,50.0,12299.63,3074.91,1136.46,3074.91,1136.46,3074.91,1136.46,True,True,False,False
9444,Debra,Wilkins,diana52@example.com,Economics,Active,2.12,2023-02-28,Economics,9,12553.25,17538.33,4985.08,16,13,2,1,2025-07-10,9816.4,Credit Card,4707.1,3395.74,1354.2,2962.81,12733.18,3,8010.23,4295.36,3024.54,3232.18,11976.19,2026-01-01,-179.9300000000003,101.43,81.25,965.63,3138.31,3183.3,3138.31,3183.3,3138.31,3183.3,True,True,True,True
9445,Ryan,Frazier,suzannebraun@example.org,Mathematics,Active,3.81,2025-09-11,Mathematics,2,57789.2,60313.32,2524.12,11,8,2,1,2025-01-25,7162.49,Financial Aid,23021.21,13677.55,4944.14,6415.59,4375.34,2,2464.32,1776.7,1206.62,531.88,3943.32,2025-11-29,53413.86,7.57,72.73,7223.65,14447.3,1093.84,14447.3,1093.84,14447.3,1093.84,True,True,True,False
9446,Evan,Lee,marianoble@example.org,Biology,Active,2.6,2022-07-27,Biology,5,55796.43,60781.26,4984.83,18,15,2,1,2025-07-05,1708.64,Check,27706.67,16294.02,4832.79,11787.68,20034.0,3,12986.67,8832.76,55.56,4533.36,12366.99,2025-03-02,35762.43,35.91,83.33,3719.76,13949.11,5008.5,13949.11,5008.5,13949.11,5008.5,True,True,True,True
9447,Jacob,Patton,kevin40@example.net,History,Graduated,3.65,2024-01-08,History,7,12776.74,17385.98,4609.24,12,11,0,1,2025-05-13,4514.31,Check,7608.84,3551.43,1372.61,1972.72,2911.36,1,1335.54,1319.71,71.83,597.53,2281.78,2025-06-06,9865.38,22.79,91.67,1161.52,3194.18,727.84,3194.18,727.84,3194.18,727.84,True,True,False,False
9448,Jay,Roberts,lli@example.org,Biology,Active,2.04,2023-02-19,Biology,5,20009.86,23786.06,3776.2,16,15,0,1,2025-03-18,1155.36,Credit Card,9444.32,5877.27,2328.9,3423.18,7847.01,3,3767.49,3803.42,1973.48,856.99,6094.33,2025-07-19,12162.85,39.22,93.75,1333.99,5002.47,1961.75,5002.47,1961.75,5002.47,1961.75,True,True,False,True
9449,Laurie,Bridges,snydertimothy@example.com,English,On Leave,2.35,2024-12-10,English,6,36793.35,39001.94,2208.59,9,8,1,0,2025-11-24,2010.39,Credit Card,18227.49,13741.69,1947.56,6615.83,9950.81,0,5027.38,2189.57,2382.88,1905.88,8288.37,2025-06-06,26842.54,27.05,88.89,4599.17,9198.34,2487.7,9198.34,2487.7,9198.34,2487.7,True,True,True,True
9450,Taylor,Jackson,bakersamantha@example.net,Psychology,On Leave,2.79,2022-10-31,Psychology,8,7897.05,8512.210000000001,615.16,14,12,1,1,2025-11-08,1850.01,Credit Card,4625.59,2771.02,815.79,1288.98,5644.96,3,3319.39,2722.11,1366.81,1156.33,3139.4,2025-06-12,2252.09,71.48,85.71,658.09,1974.26,1411.24,1974.26,1411.24,1974.26,1411.24,True,True,True,True
9451,Madison,Cooley,danameyers@example.com,Mathematics,Active,2.42,2023-01-01,Mathematics,2,22292.13,22737.81,445.68,2,2,0,0,2025-10-14,9493.7,Credit Card,13052.97,6152.03,3070.59,2518.4,10930.85,1,5279.31,4218.27,2635.53,2659.8,8362.2,2025-06-10,11361.28,49.03,100.0,11146.07,5573.03,2732.71,5573.03,2732.71,5573.03,2732.71,True,True,False,True
9452,Kyle,Grant,julieyu@example.com,Computer Science,Active,3.7,2024-04-29,Computer Science,1,24206.72,27818.79,3612.07,16,15,1,0,2025-04-19,5496.55,Check,7621.82,5843.84,2862.48,5292.77,11068.21,1,7085.1,3850.5,2340.5,1164.06,5827.65,2025-05-19,13138.510000000002,45.72,93.75,1613.78,6051.68,2767.05,6051.68,2767.05,6051.68,2767.05,True,True,True,True
9453,Caitlin,Vasquez,stephanie30@example.org,Business,Active,2.94,2023-07-02,Computer Science,1,6354.02,7944.9400000000005,1590.92,2,1,1,0,2025-07-05,6161.43,Bank Transfer,3693.53,2008.71,325.61,1199.95,3949.3,3,2501.77,825.7,211.21,912.89,3897.88,2025-08-02,2404.7200000000003,62.15,50.0,6354.02,1588.51,987.33,1588.51,987.33,1588.51,987.33,True,True,True,False
9454,Laura,Gonzales,hendersonjeffrey@example.net,History,Active,3.54,2025-02-05,History,7,26882.88,27321.370000000003,438.49,6,4,2,0,2025-01-29,1227.42,Financial Aid,9731.9,9768.14,2248.34,3058.12,20444.2,3,10312.08,9251.88,4160.5,4747.29,19882.25,2025-07-19,6438.68,76.05,66.67,6720.72,6720.72,5111.05,6720.72,5111.05,6720.72,5111.05,True,True,True,True
9455,Jason,Rodriguez,emilybaker@example.com,Mathematics,Graduated,2.62,2023-08-15,Mathematics,2,15716.96,19193.39,3476.43,5,4,1,0,2025-03-17,4127.5,Bank Transfer,4851.78,5302.86,1261.68,3047.25,16254.78,3,6754.91,6778.16,140.31,2370.17,12859.79,2025-11-03,-537.8200000000015,103.42,80.0,3929.24,3929.24,4063.7,3929.24,4063.7,3929.24,4063.7,True,True,True,True
9456,Emily,Carpenter,ykhan@example.net,English,On Leave,2.56,2025-07-19,English,6,15546.6,18477.34,2930.74,12,9,2,1,2025-07-09,2847.14,Credit Card,7275.16,3604.43,2313.22,1797.47,10211.53,2,7106.12,4038.75,1561.17,1334.74,6860.94,2025-05-03,5335.07,65.68,75.0,1727.4,3886.65,2552.88,3886.65,2552.88,3886.65,2552.88,True,True,True,True
9457,Helen,Smith,snyderdeborah@example.com,Mathematics,Active,3.61,2023-05-18,Mathematics,2,15164.03,15426.050000000001,262.02,16,15,0,1,2025-05-09,9396.0,Check,8257.34,5710.95,1871.17,3780.53,24232.9,0,16461.79,9976.62,695.45,6207.45,23211.51,2025-08-02,-9068.87,159.81,93.75,1010.94,3791.01,6058.23,3791.01,6058.23,3791.01,6058.23,True,True,False,True
9458,Wendy,Young,perkinsdaniel@example.org,Biology,Active,3.72,2023-04-17,Biology,5,48593.65,50562.51,1968.86,6,3,2,1,2025-09-01,8534.41,Credit Card,22748.74,15709.66,4699.05,5159.4,11426.8,3,4666.91,5562.66,798.26,1876.47,6800.2,2025-11-07,37166.850000000006,23.52,50.0,16197.88,12148.41,2856.7,12148.41,2856.7,12148.41,2856.7,True,True,True,True
9459,Jasmine,Huff,xtrujillo@example.net,Business,Active,2.12,2022-12-11,Computer Science,1,9046.11,9396.16,350.05,14,12,1,1,2025-01-26,9375.05,Bank Transfer,5105.06,2340.38,876.55,1867.46,16206.08,1,10435.05,3290.5,3554.84,4026.87,14219.22,2025-01-27,-7159.969999999999,179.15,85.71,753.84,2261.53,4051.52,2261.53,4051.52,2261.53,4051.52,True,True,True,True
9460,Charles,Hawkins,gabriel54@example.net,Mathematics,Active,2.47,2024-07-16,Mathematics,2,45454.49,45798.909999999996,344.42,9,9,0,0,2025-10-25,7542.75,Financial Aid,24781.49,16719.33,5018.54,5455.99,2766.23,3,1362.58,1009.65,574.28,475.34,2010.25,2025-12-26,42688.259999999995,6.09,100.0,5050.5,11363.62,691.56,11363.62,691.56,11363.62,691.56,True,True,False,False
9461,Sarah,Richardson,joseph41@example.com,Engineering,Active,3.05,2022-12-07,Engineering,11,9768.48,11429.91,1661.43,14,13,1,0,2025-02-15,6728.31,Check,5690.08,3546.76,763.47,1418.21,6510.17,0,4309.35,2258.2,1186.44,1694.48,4723.72,2025-04-12,3258.3099999999995,66.64,92.86,751.42,2442.12,1627.54,2442.12,1627.54,2442.12,1627.54,True,True,True,True
9462,Caitlyn,Peterson,thompsoneric@example.net,Business,Graduated,2.58,2023-04-09,Computer Science,1,11986.7,13023.28,1036.58,6,6,0,0,2025-07-17,8984.96,Financial Aid,4354.83,2520.56,1328.71,2088.51,10817.78,3,5948.52,3201.31,2929.11,2862.46,10400.7,2026-01-13,1168.92,90.25,100.0,1997.78,2996.68,2704.45,2996.68,2704.45,2996.68,2704.45,True,True,False,True
9463,Joanne,Bates,gpace@example.org,Economics,Active,2.91,2025-01-01,Economics,9,32567.43,32591.58,24.15,8,5,2,1,2025-01-22,2906.02,Financial Aid,19428.23,10007.29,3820.51,3878.45,17941.63,0,10737.54,6369.8,98.96,3449.48,16746.19,2025-11-09,14625.8,55.09,62.5,6513.49,8141.86,4485.41,8141.86,4485.41,8141.86,4485.41,True,True,True,True
9464,Michael,Calderon,collinsbryan@example.net,Engineering,Active,3.79,2024-11-07,Engineering,11,58157.43,59110.88,953.45,9,6,2,1,2025-09-03,6089.07,Credit Card,20942.66,12618.46,3963.33,6796.49,23688.37,2,10760.76,6181.78,1559.88,2418.1,16820.09,2025-03-13,34469.06,40.73,66.67,9692.91,14539.36,5922.09,14539.36,5922.09,14539.36,5922.09,True,True,True,True
9465,David,Watson,angela00@example.com,Computer Science,Active,3.02,2024-06-18,Computer Science,1,30285.41,31430.34,1144.93,5,3,2,0,2025-01-22,9959.97,Credit Card,13578.01,10611.76,2364.08,7020.54,16305.79,1,11116.55,4598.99,3623.71,2725.08,8573.13,2025-10-13,13979.619999999999,53.84,60.0,10095.14,7571.35,4076.45,7571.35,4076.45,7571.35,4076.45,True,True,True,True
9466,Ronald,Ingram,warrenalexander@example.net,Computer Science,Active,2.77,2024-09-23,Computer Science,1,35549.46,37014.71,1465.25,14,12,1,1,2025-03-12,2511.5,Financial Aid,15308.77,10183.73,5316.95,6768.12,5684.12,1,3211.69,1676.07,475.08,645.27,3300.77,2026-01-07,29865.34,15.99,85.71,2962.45,8887.36,1421.03,8887.36,1421.03,8887.36,1421.03,True,True,True,True
9467,Jessica,Thomas,ashley93@example.com,Computer Science,Active,3.48,2025-04-26,Computer Science,1,26563.96,27146.59,582.63,5,5,0,0,2025-08-19,6014.04,Bank Transfer,12144.82,9199.1,3043.96,3034.3,7652.12,3,3746.22,3112.13,1531.34,1930.45,7487.11,2025-09-24,18911.84,28.81,100.0,5312.79,6640.99,1913.03,6640.99,1913.03,6640.99,1913.03,True,True,False,True
9468,Joseph,Guzman,stephen22@example.net,Mathematics,Active,3.78,2025-05-31,Mathematics,2,23664.26,25774.609999999997,2110.35,10,8,2,0,2025-09-23,5611.95,Bank Transfer,12565.99,6146.38,2179.84,5524.12,22694.89,3,13496.09,5578.93,6645.42,4260.76,11649.71,2025-03-13,969.369999999999,95.9,80.0,2958.03,5916.06,5673.72,5916.06,5673.72,5916.06,5673.72,True,True,True,True
9469,Chris,Sullivan,christina37@example.org,Computer Science,Active,3.27,2023-07-11,Computer Science,1,31669.31,34945.5,3276.19,8,8,0,0,2025-11-04,4450.41,Bank Transfer,13607.89,7490.67,3936.84,6422.71,909.04,2,626.11,247.71,217.22,120.54,783.49,2025-03-09,30760.27,2.87,100.0,3958.66,7917.33,227.26,7917.33,227.26,7917.33,227.26,True,True,False,False
9470,Renee,Randolph,austinclark@example.org,Economics,On Leave,2.4,2023-04-22,Economics,9,14955.43,16060.310000000001,1104.88,16,15,1,0,2025-12-08,5618.62,Financial Aid,7422.14,5209.08,1857.92,1959.02,5040.01,1,2709.4,1155.67,660.56,1154.4,3149.27,2025-05-14,9915.42,33.7,93.75,997.03,3738.86,1260.0,3738.86,1260.0,3738.86,1260.0,True,True,True,True
9471,Marissa,Mathews,mwood@example.net,Business,Active,3.82,2023-03-13,Computer Science,1,26448.46,27414.0,965.54,15,15,0,0,2025-10-20,1506.02,Credit Card,14874.98,6730.2,3282.41,5529.73,4591.96,3,2531.32,1683.46,302.6,557.4,3105.63,2025-03-06,21856.5,17.36,100.0,1763.23,6612.11,1147.99,6612.11,1147.99,6612.11,1147.99,True,True,False,False
